ID;Host.Since;Neighbourhood.Group.Cleansed;City;Latitude;Longitude;Zipcode;Property.Type;Room.Type;Accommodates;Bathrooms;Bedrooms;Beds;Number.of.Reviews;Review.Scores.Rating;Reviews.per.Month;Cancellation.Policy;precio.total;Prom.Price.m2.2017;Wireless Internet;Kitchen;Heating;Essentials;Washer;TV;Elevator in building;Family/kid friendly;Iron;Hair dryer;Air conditioning;Laptop friendly workspace;Smoke detector;Wheelchair accessible;Lock on bedroom door;Free parking on premises
12938485;28/07/2013;Centro;Madrid;"40,42195487";"-3,699312518";28004;Apartment;Entire home/apt;4;1;1;2;48;94;"6,64";strict;355;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE
11664287;07/03/2016;Chamberí;Madrid;"40,43377403";"-3,703348252";28010;Apartment;Entire home/apt;3;"1,5";1;2;17;96;"1,36";strict;355;3863;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
11645205;01/02/2016;Centro;Madrid;"40,40856643";"-3,696046299";28012;Apartment;Entire home/apt;4;1;2;3;23;95;"1,83";strict;355;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
7083095;05/08/2011;Centro;Madrid;"40,42479826";"-3,705039545";28004;Apartment;Entire home/apt;7;2;3;4;26;97;"1,27";moderate;355;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
6383606;19/09/2014;Centro;Madrid;"40,42524041";"-3,707248877";28004;Loft;Entire home/apt;4;2;2;2;3;100;"0,3";strict;355;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
2091802;04/01/2013;Centro;Madrid;"40,40939843";"-3,697584204";28012;Apartment;Private room;2;1;1;1;4;95;"0,67";moderate;354;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4029657;03/09/2014;Centro;Madrid;"40,40676736";"-3,703840447";28005;Apartment;Entire home/apt;3;1;1;3;23;79;"0,75";moderate;354;3564;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
13448215;09/06/2016;Retiro;Madrid;"40,40475943";"-3,669628413";28007;Apartment;Private room;2;2;1;1;4;93;"0,4";moderate;354;3404;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
16765385;10/09/2012;Centro;Madrid;"40,40906021";"-3,710370886";28005;Apartment;Entire home/apt;6;1;3;3;9;96;"4,29";moderate;353;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
8432059;21/05/2014;Retiro;Madrid;"40,41553055";"-3,689071463";28014;Apartment;Entire home/apt;4;1;1;1;5;80;"0,46";strict;353;3404;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
11774591;01/02/2016;Chamartín;Madrid;"40,45989088";"-3,673938999";28016;Apartment;Entire home/apt;6;2;2;4;5;100;"0,44";flexible;353;3663;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
2800948;25/06/2013;Centro;Madrid;"40,4209263";"-3,697121065";28004;Apartment;Private room;2;2;1;1;64;96;"2,68";moderate;353;3564;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3195957;24/01/2012;Centro;Madrid;"40,42778484";"-3,701609851";28004;Apartment;Entire home/apt;4;1;1;2;76;97;"2,23";strict;352;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
14156890;19/10/2014;Retiro;Madrid;"40,41723131";"-3,678202372";28009;Apartment;Entire home/apt;2;1;1;1;13;92;"1,65";strict;352;3404;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
18029355;03/06/2016;Salamanca;Madrid;"40,42928124";"-3,670439445";28006;Apartment;Private room;1;1;1;1;0;"91,60293384";"1,935054739";moderate;351;3935;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
967421;24/01/2012;Chamberí;Madrid;"40,4296688";"-3,701336249";28010;Apartment;Entire home/apt;4;1;1;2;96;90;"2,21";strict;351;3863;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
16865230;20/01/2017;Centro;Madrid;"40,42728986";"-3,704371605";28004;Apartment;Entire home/apt;4;1;1;2;0;"91,60293384";"1,935054739";strict;351;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
16954683;11/01/2014;Centro;Madrid;"40,42271486";"-3,708909996";28015;Apartment;Private room;2;1;1;1;2;100;"1,54";strict;351;3564;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
4692716;19/09/2014;Centro;Madrid;"40,41170072";"-3,696358329";28014;Apartment;Entire home/apt;6;2;2;3;2;70;"0,35";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
12918981;08/05/2016;Centro;Madrid;"40,41647735";"-3,700507683";28012;Apartment;Entire home/apt;4;1;1;2;28;98;"2,57";moderate;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
8299565;25/04/2014;Moncloa - Aravaca;Madrid;"40,42553193";"-3,71411217";28008;Apartment;Private room;1;1;1;1;19;100;"1,02";flexible;350;3029;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
8793972;08/10/2015;Moncloa - Aravaca;Madrid;"40,42525761";"-3,724273169";28008;Apartment;Private room;2;1;1;1;7;94;"0,51";moderate;350;3029;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
495145;15/11/2011;Chamberí;Madrid;"40,42981224";"-3,702608729";28004;Apartment;Entire home/apt;6;1;2;1;16;77;"0,28";moderate;350;3863;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
13469435;11/06/2016;Tetuán;Madrid;"40,45569571";"-3,70296146";28039;Apartment;Entire home/apt;2;1;0;1;3;73;"0,32";strict;350;2629;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
4713430;19/09/2014;Centro;Madrid;"40,42505928";"-3,695573507";28004;Apartment;Entire home/apt;4;1;1;2;3;80;"0,12";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
14080358;12/09/2014;Arganzuela;Madrid;"40,39915569";"-3,697128854";28045;Apartment;Entire home/apt;4;1;1;2;5;100;"0,74";strict;350;3046;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
17959308;12/08/2015;Salamanca;Madrid;"40,42226759";"-3,668054983";28028;House;Entire home/apt;4;1;2;3;0;"91,60293384";"1,935054739";strict;350;3935;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
14725360;24/08/2016;Centro;Madrid;"40,4100212";"-3,713265007";28005;Apartment;Entire home/apt;4;2;2;2;21;97;"3,46";strict;350;3564;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
11938833;21/11/2015;Puente de Vallecas;Madrid;"40,38886335";"-3,660361884";28018;Townhouse;Entire home/apt;5;1;4;4;5;88;"0,43";strict;350;1424;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
9800366;13/04/2015;Latina;Madrid;"40,41478213";"-3,72529041";28011;Apartment;Entire home/apt;6;3;3;4;30;92;"1,84";strict;350;1712;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
15428073;02/05/2015;Centro;Madrid;"40,42036266";"-3,705389088";28004;Apartment;Entire home/apt;4;1;0;2;17;98;"3,62";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
15396337;24/09/2014;Arganzuela;Madrid;"40,39055683";"-3,688896918";28045;Apartment;Entire home/apt;6;2;2;3;5;92;"0,87";moderate;350;3046;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
15879980;08/05/2013;Centro;Madrid;"40,42109668";"-3,699752055";28004;Apartment;Entire home/apt;3;1;1;1;9;96;"2,01";flexible;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
16061585;26/09/2012;Salamanca;Madrid;"40,43747531";"-3,672390685";28028;Apartment;Entire home/apt;4;1;1;2;15;85;"3,69";flexible;350;3935;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
14597900;25/01/2016;Centro;Madrid;"40,41643256";"-3,70979777";28013;Apartment;Entire home/apt;8;2;3;4;4;100;"0,73";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
4338727;19/09/2014;Centro;Madrid;"40,41431406";"-3,706622585";28005;Apartment;Entire home/apt;4;1;0;2;0;"91,60293384";"1,935054739";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
14180814;25/07/2016;Retiro;Madrid;"40,40778307";"-3,688409846";28014;Apartment;Entire home/apt;3;1;1;2;24;94;"3,04";moderate;350;3404;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE
14067703;20/01/2015;Centro;Madrid;"40,41154348";"-3,70508732";28012;Apartment;Entire home/apt;6;1;2;2;4;65;"0,5";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
5829524;25/03/2012;Centro;Madrid;"40,42065365";"-3,706025721";28004;Apartment;Entire home/apt;2;1;1;2;19;97;"0,8";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
9932321;25/01/2012;Chamartín;Madrid;"40,45363686";"-3,677917063";28016;Apartment;Entire home/apt;4;1;1;1;2;70;"0,2";strict;350;3663;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
17278141;15/11/2011;Tetuán;Madrid;"40,4522618";"-3,695454134";28020;Apartment;Entire home/apt;4;1;2;2;0;"91,60293384";"1,935054739";flexible;350;2629;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
17871529;15/09/2015;Centro;Madrid;"40,42790118";"-3,705295325";28004;Apartment;Entire home/apt;1;1;1;1;0;"91,60293384";"1,935054739";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4692669;19/09/2014;Centro;Madrid;"40,41303817";"-3,697747586";28014;Apartment;Entire home/apt;6;2;2;3;6;88;"0,24";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
7659665;04/06/2013;Centro;Madrid;"40,42123315";"-3,699412104";28004;Apartment;Entire home/apt;5;2;2;4;42;99;"2,13";moderate;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
3765699;15/05/2014;Centro;Madrid;"40,4237117";"-3,699981834";28004;Apartment;Entire home/apt;4;2;2;2;1;60;"0,05";flexible;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
16601321;27/04/2013;Centro;Madrid;"40,41137877";"-3,706272045";28005;Apartment;Entire home/apt;4;1;2;2;3;100;"1,53";moderate;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2854100;11/04/2013;Tetuán;Madrid;"40,44809672";"-3,70536475";28020;Apartment;Entire home/apt;2;1;0;1;62;93;"3,58";strict;350;2629;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
671660;30/11/2012;Centro;Madrid;"40,42469314";"-3,696030724";28004;Apartment;Entire home/apt;6;1;2;3;80;95;"1,54";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
9650170;25/11/2015;Centro;Madrid;"40,41352086";"-3,695268936";28014;Apartment;Entire home/apt;4;2;3;5;0;"91,60293384";"1,935054739";moderate;350;3564;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1057560;08/04/2013;Centro;Madrid;"40,41872129";"-3,709988194";28013;Apartment;Entire home/apt;8;2;3;5;92;89;"1,95";moderate;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
17665498;11/03/2017;Carabanchel;Madrid;"40,39072434";"-3,73424386";28019;Apartment;Entire home/apt;1;"1,5";3;1;0;"91,60293384";"1,935054739";strict;350;1554;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE
8297214;09/09/2015;Fuencarral - El Pardo;Madrid;"40,48351301";"-3,706754618";28034;Apartment;Private room;2;1;1;1;1;100;"0,06";moderate;350;2711;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
13577712;20/01/2015;Centro;Madrid;"40,41995802";"-3,70184291";28013;Apartment;Entire home/apt;6;1;1;3;3;87;"0,31";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
9811609;08/05/2013;Centro;Madrid;"40,41073287";"-3,703135214";28012;Apartment;Entire home/apt;4;2;2;2;80;92;"5,36";flexible;350;3564;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
10819448;25/01/2012;Centro;Madrid;"40,41158341";"-3,70267322";28012;Apartment;Entire home/apt;4;2;2;2;10;82;"0,83";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
10351875;22/04/2015;Centro;Madrid;"40,4245909";"-3,703861524";28004;Apartment;Entire home/apt;4;"1,5";2;2;41;93;"3,06";strict;350;3564;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
16895728;22/01/2017;Centro;Madrid;"40,40613988";"-3,701745166";28012;Apartment;Entire home/apt;4;2;2;2;10;98;"4,69";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
8764530;07/10/2013;Centro;Madrid;"40,41016666";"-3,69839621";28012;Apartment;Entire home/apt;4;2;2;2;9;98;"0,49";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
15575376;05/10/2016;Centro;Madrid;"40,4203792";"-3,708186914";28013;House;Private room;6;3;1;6;0;"91,60293384";"1,935054739";flexible;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE
18071579;20/02/2015;Centro;Madrid;"40,42168425";"-3,704680022";28013;Apartment;Entire home/apt;4;2;2;2;0;"91,60293384";"1,935054739";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
16536728;04/07/2016;Salamanca;Madrid;"40,4300758";"-3,674373226";28006;Apartment;Entire home/apt;4;1;2;2;0;"91,60293384";"1,935054739";moderate;350;3935;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
6908943;25/01/2012;Chamartín;Madrid;"40,45347512";"-3,678062569";28016;Apartment;Entire home/apt;2;1;1;1;2;70;"0,2";strict;350;3663;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
5478365;21/12/2014;Chamberí;Madrid;"40,43115187";"-3,70404154";28010;Apartment;Entire home/apt;2;1;1;1;36;97;"1,61";strict;350;3863;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
730568;08/10/2012;Centro;Madrid;"40,41853253";"-3,707897519";28013;Apartment;Entire home/apt;6;2;2;5;11;96;"0,3";strict;350;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
16393723;08/05/2015;Retiro;Madrid;"40,40836877";"-3,67936172";28007;Apartment;Entire home/apt;5;2;3;4;6;100;"1,84";strict;350;3404;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
17409731;25/01/2013;Centro;Madrid;"40,41318584";"-3,710678805";28005;Apartment;Entire home/apt;4;1;1;1;0;"91,60293384";"1,935054739";strict;349;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
6037661;15/11/2011;Centro;Madrid;"40,41062138";"-3,693793521";28014;Apartment;Entire home/apt;4;1;2;3;13;86;"0,68";flexible;349;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
14459149;10/08/2016;Centro;Madrid;"40,41026615";"-3,699277792";28012;Apartment;Entire home/apt;2;1;0;1;12;100;"1,72";moderate;349;3564;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
13010830;19/09/2014;Salamanca;Madrid;"40,43578844";"-3,68060964";28006;Apartment;Entire home/apt;6;1;2;4;0;"91,60293384";"1,935054739";strict;349;3935;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
4722678;18/01/2014;Centro;Madrid;"40,42175799";"-3,699133574";28004;Apartment;Entire home/apt;4;1;2;2;16;93;"0,73";strict;349;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
9151112;25/01/2012;Centro;Madrid;"40,41968006";"-3,710745176";28013;Apartment;Entire home/apt;4;1;1;2;5;88;"0,29";strict;348;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
11469945;25/02/2016;Centro;Madrid;"40,4235829";"-3,699752539";28004;Apartment;Entire home/apt;4;1;1;2;49;96;"3,68";strict;348;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
14425166;15/02/2015;Centro;Madrid;"40,41245222";"-3,707412799";28012;Apartment;Entire home/apt;7;3;3;4;35;91;"4,38";strict;348;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
13723065;12/06/2016;Puente de Vallecas;Madrid;"40,38411618";"-3,670166553";28053;Apartment;Private room;4;1;1;3;2;50;"0,32";strict;348;1424;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
904769;25/01/2013;Centro;Madrid;"40,4187096";"-3,705052703";28013;Apartment;Entire home/apt;4;1;1;1;149;91;"3,13";strict;348;3564;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
10082181;09/10/2015;Centro;Madrid;"40,42237016";"-3,701057106";28004;Apartment;Entire home/apt;4;2;2;2;49;91;"3,2";strict;348;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
1825989;15/10/2012;Salamanca;Madrid;"40,43613956";"-3,681301011";28006;Apartment;Entire home/apt;3;1;2;2;46;95;"1,11";moderate;348;3935;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
7264569;08/05/2013;Centro;Madrid;"40,41346588";"-3,696903783";28014;House;Entire home/apt;4;2;2;4;88;90;"4,18";flexible;348;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
7926565;24/01/2012;Centro;Madrid;"40,42153656";"-3,699104266";28004;Apartment;Entire home/apt;4;1;1;2;68;97;"3,57";strict;347;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
705466;20/09/2012;Villa de Vallecas;Madrid;"40,38211768";"-3,610784337";28031;Apartment;Private room;1;1;1;1;1;80;"0,48";flexible;347;1878;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
16335316;01/02/2016;Chamartín;Madrid;"40,45912462";"-3,672468848";28016;Apartment;Entire home/apt;6;2;2;4;9;98;"2,87";flexible;347;3663;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE
7946804;24/01/2012;Centro;Madrid;"40,423827";"-3,696884392";28004;Apartment;Entire home/apt;4;1;1;2;77;98;"3,98";strict;346;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
13985807;23/06/2015;Centro;Madrid;"40,41877403";"-3,703537762";28013;Apartment;Private room;2;1;1;1;13;95;"1,93";flexible;346;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
4148763;19/09/2014;Centro;Madrid;"40,42451052";"-3,705391384";28004;Apartment;Entire home/apt;6;1;2;6;3;87;"0,13";strict;346;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
11891516;17/03/2016;Centro;Madrid;"40,40729083";"-3,708770248";28005;Apartment;Entire home/apt;4;2;3;3;7;91;"0,6";flexible;346;3564;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
11542931;07/03/2015;Salamanca;Madrid;"40,4378687";"-3,674416089";28028;Apartment;Entire home/apt;4;1;1;2;25;95;"2,73";strict;346;3935;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
16076728;22/11/2016;Moncloa - Aravaca;Madrid;"40,42399399";"-3,713784588";28008;Apartment;Entire home/apt;6;1;2;3;15;92;"3,78";strict;346;3029;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
